id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	_0_|_0_	_0_|_10_	_0_|_1_	_0_|_2_	_0_|_3_	_0_|_4_	_0_|_5_	_0_|_6_	_0_|_7_	_0_|_8_	_0_|_9_	_10_|_0_	_10_|_10_	_10_|_1_	_10_|_2_	_10_|_3_	_10_|_4_	_10_|_5_	_10_|_6_	_10_|_7_	_10_|_8_	_10_|_9_	_1_|_0_	_1_|_10_	_1_|_1_	_1_|_2_	_1_|_3_	_1_|_4_	_1_|_5_	_1_|_6_	_1_|_7_	_1_|_8_	_1_|_9_	_2_|_0_	_2_|_10_	_2_|_1_	_2_|_2_	_2_|_3_	_2_|_4_	_2_|_5_	_2_|_6_	_2_|_7_	_2_|_8_	_2_|_9_	_3_|_0_	_3_|_10_	_3_|_1_	_3_|_2_	_3_|_3_	_3_|_4_	_3_|_5_	_3_|_6_	_3_|_7_	_3_|_8_	_3_|_9_	_4_|_0_	_4_|_10_	_4_|_1_	_4_|_2_	_4_|_3_	_4_|_4_	_4_|_5_	_4_|_6_	_4_|_7_	_4_|_8_	_4_|_9_	_5_|_0_	_5_|_10_	_5_|_1_	_5_|_2_	_5_|_3_	_5_|_4_	_5_|_5_	_5_|_6_	_5_|_7_	_5_|_8_	_5_|_9_	_6_|_0_	_6_|_10_	_6_|_1_	_6_|_2_	_6_|_3_	_6_|_4_	_6_|_5_	_6_|_6_	_6_|_7_	_6_|_8_	_6_|_9_	_7_|_0_	_7_|_10_	_7_|_1_	_7_|_2_	_7_|_3_	_7_|_4_	_7_|_5_	_7_|_6_	_7_|_7_	_7_|_8_	_7_|_9_	_8_|_0_	_8_|_10_	_8_|_1_	_8_|_2_	_8_|_3_	_8_|_4_	_8_|_5_	_8_|_6_	_8_|_7_	_8_|_8_	_8_|_9_	_9_|_0_	_9_|_10_	_9_|_1_	_9_|_2_	_9_|_3_	_9_|_4_	_9_|_5_	_9_|_6_	_9_|_7_	_9_|_8_	_9_|_9_
CPI-SC01FFC9392	FN1_a2b1 complex	simple:P02751	complex:a2b1 complex	FN1		True	False	False	curated	True	0.165	9.452	9.471	9.511	9.467	9.424		9.447	9.568	9.426	9.444	9.451												10.858	10.877	10.917	10.874	10.831		10.853	10.974	10.832	10.85	10.857																																																																																								
CPI-SC054484F7B	COL3A1_a2b1 complex	simple:P02461	complex:a2b1 complex	COL3A1		True	False	False	curated	True	0.165	9.54	9.56	9.6	9.556	9.513		9.536	9.657	9.515	9.533	9.54												6.726	6.746	6.785	6.742	6.699		6.722	6.842	6.701	6.719	6.725																																																																																								
CPI-SC0984894BC	TGFB1_TGFbeta receptor2	simple:P01137	complex:TGFbeta receptor2	TGFB1		True	False	True	curated	False	0.165	0.809		0.735	0.741	0.712		0.717	0.744	0.776	0.749	0.743																																													0.719		0.645	0.65	0.622		0.627	0.653	0.686	0.659	0.652																							0.584								0.551																								
CPI-SS070C51D94	FZD7_WNT3	simple:O75084	simple:P56703	FZD7	WNT3	True	True	False	curated	False	0.165					0.286																						0.301						0.294		0.336	0.351	0.346	0.375		0.323	0.345		0.356	0.369																																																	0.297																			0.345	0.359	0.355	0.384		0.332	0.354		0.365	0.378
CPI-SC06E5E0C83	COL11A1_a1b1 complex	simple:P12107	complex:a1b1 complex	COL11A1		True	False	False	curated	True	0.165	0.637											0.614											0.775	0.565	0.592	0.598	0.561		0.51	0.558	0.626	0.591	0.526	0.701		0.517	0.524					0.552	0.517																								0.526											0.534											0.518																																
CPI-SC0ED0520DD	LAMA3_a3b1 complex	simple:Q16787	complex:a3b1 complex	LAMA3		True	False	False	curated	True	0.165																							0.507				0.54	0.592			0.603								0.554			0.565								0.561			0.572																		0.529	0.581			0.592							0.543	0.596			0.606																		0.528	0.581			0.591							0.542	0.594			0.605		
CPI-SC0CF621D48	COL2A1_a11b1 complex	simple:P02458	complex:a11b1 complex	COL2A1		True	False	False	curated	True	0.165														0.86									1.303		1.339	1.283	1.221			1.238		1.306													1.068		1.105	1.049	0.987			1.004		1.072																																					0.836																				1.428		1.465	1.408	1.347			1.364		1.432	
CPI-SS0A42A3690	CCL4L2_VSIR	simple:Q8NHW4	simple:Q9H7M9	CCL4L2	VSIR	True	False	True	IMEx,IntAct	False	0.165	0.894					0.793			0.622														0.812					0.711			0.54			0.847					0.746			0.575			0.812					0.711			0.54														0.813					0.711			0.541			0.783					0.681																	0.857					0.756			0.585													
CPI-SS0855C0353	NRP1_PGF	simple:O14786	simple:P49763	NRP1	PGF	True	True	False	curated	False	0.165	0.763		0.642	0.64	0.595		0.596	0.6	0.722	0.604	0.597												0.533																																	0.753		0.632	0.63	0.585		0.586	0.59	0.712	0.594	0.587																							0.562																																
CPI-SC0D870AE49	COL6A3_a2b1 complex	simple:P12111	complex:a2b1 complex	COL6A3		True	False	False	curated	True	0.174	3.319	3.339	3.379	3.335	3.292		3.315	3.436	3.294	3.312	3.319																																													2.422	2.442	2.482	2.438	2.395		2.418	2.538	2.397	2.415	2.421																														2.103																									
CPI-SS02A170A99	SPN_SIGLEC1	simple:P16150	simple:Q9BZZ2	SPN	SIGLEC1	True	False	False	curated	False	0.174	1.061			0.638		1.082			0.862			0.925					0.946			0.726			0.824					0.845						0.832					0.853						0.89					0.91			0.691														0.818					0.839																	0.938					0.959			0.739			0.833					0.854																
CPI-SS02EF3E1BA	TNFSF12_TNFRSF12A	simple:O43508	simple:Q9NP84	TNFSF12	TNFRSF12A	True	False	True	curated	False	0.174	0.843		0.945	0.797				0.777	0.877					0.795											0.745											0.723									0.794		0.896	0.748				0.728	0.828																0.789											0.796									0.749		0.851						0.783					0.828						0.759					0.796								
CPI-SC0FBFA176B	COL11A1_a2b1 complex	simple:P12107	complex:a2b1 complex	COL11A1		True	False	False	curated	True	0.174			0.51					0.567											0.543				0.589	0.608	0.648	0.604	0.561		0.584	0.705	0.563	0.581	0.588	0.514	0.534	0.573	0.53			0.509	0.63		0.506	0.513																																																																													
CPI-SC07222A428	COL4A2_a2b1 complex	simple:P08572	complex:a2b1 complex	COL4A2		True	False	False	curated	True	0.174	2.144	2.163	2.203	2.159	2.116		2.139	2.26	2.118	2.136	2.143																			1.553																										1.725	1.745	1.784	1.741	1.698		1.72	1.841	1.699	1.717	1.724																																																							
CPI-SC01115AAD1	COL10A1_a1b1 complex	simple:Q03692	complex:a1b1 complex	COL10A1		True	False	False	curated	True	0.174	0.681		0.498	0.505					0.533	0.497		0.608											0.773	0.563	0.589	0.596	0.558		0.508	0.556	0.624	0.589	0.523	0.628											0.489																																	0.478											0.652											0.526																					
CPI-SS0B87FE6E0	NOTCH1_JAG1	simple:P46531	simple:P78504	NOTCH1	JAG1	False	True	False	curated	False	0.174	0.907					0.957			0.643			0.701					0.751						0.864					0.914						0.838					0.888						0.789					0.839																	0.729					0.779						0.681					0.731						0.708					0.759						0.718					0.768						0.679					0.73					
CPI-SS02A0FF87F	FAM3C_CLEC2D	simple:Q92520	simple:Q9UHP7	FAM3C	CLEC2D	True	False	True	IMEx,InnateDB-All,IntAct	False	0.174	0.965	0.708			0.697	0.816	0.669		0.718	0.72	0.741	0.865					0.716						0.771											0.815					0.666						0.811																						0.783											0.791											0.829					0.68						0.843					0.694						0.797										
CPI-SC035134F18	COL5A1_a2b1 complex	simple:P20908	complex:a2b1 complex	COL5A1		True	False	False	curated	True	0.174	1.519	1.538	1.578	1.534	1.491		1.514	1.635	1.493	1.511	1.518												1.216	1.235	1.275	1.231	1.189		1.211	1.332	1.19	1.208	1.215																														1.123																																																										
CPI-SS0348DB5E3	FGFR1_FGFR2	simple:P11362	simple:P21802	FGFR1	FGFR2	True	True	True	InnateDB-All	False	0.174																									1.15	1.169	1.092		1.088	1.118		1.097	1.136			1.129	1.148	1.071		1.066	1.097		1.076	1.115														0.977	0.997	0.919		0.915	0.945		0.924	0.963																																																							
CPI-SS0C03F7CDC	VEGFA_KDR	simple:P15692	simple:P35968	VEGFA	KDR	True	False	True	curated	False	0.174																							1.066		1.038	1.047	1.022		1.012	1.009		1.009		0.949		0.922	0.93	0.906		0.896	0.892		0.892																																			1.069		1.041	1.05	1.026		1.015	1.012		1.012																																		
CPI-SC0DF986F22	COL10A1_a11b1 complex	simple:Q03692	complex:a11b1 complex	COL10A1		True	False	False	curated	True	0.174	0.468		0.505	0.449	0.387			0.404		0.472				0.432									0.56		0.597	0.54	0.479			0.496		0.564		0.414		0.451	0.395						0.418																																														0.439		0.475	0.419						0.442																							
CPI-SS05B1FA8A8	LRP6_CKLF	simple:O75581	simple:Q9UBR5	LRP6	CKLF	True	True	False	IMEx,IntAct	False	0.174			0.736	0.779							0.799				0.773							0.793				0.768							0.789				0.77							0.79				0.759							0.779															0.756							0.776																										0.779							0.8	0.761	0.831	0.791	0.834			0.793				0.855
CPI-SS0CBC7840D	PTPRC_CD22	simple:P08575	simple:P20273	PTPRC	CD22	False	False	True	curated	False	0.174	1.397		1.307	1.317	1.349		1.379	1.361			1.372																																													0.882		0.792	0.802	0.834		0.864	0.846			0.857																							0.836		0.746	0.756	0.788		0.818	0.8			0.811																						
CPI-SS0735F5C3A	TIMP1_FGFR2	simple:P01033	simple:P21802	TIMP1	FGFR2	True	False	True	InnateDB-All	False	0.174			11.123	11.142	11.064		11.06	11.09		11.069	11.108																																															9.092	9.111	9.034		9.029	9.06		9.039	9.078																									5.509	5.528	5.451		5.446	5.476		5.456	5.494																						
CPI-SS06B86672A	CD44_FGFR2	simple:P16070	simple:P21802	CD44	FGFR2	True	True	True	InnateDB-All	False	0.174			1.587	1.606	1.529		1.525	1.555		1.534	1.573																																																																					1.524	1.543	1.466		1.461	1.492		1.471	1.51														1.661	1.68	1.603		1.599	1.629		1.608	1.647											
CPI-SC0458F68A5	COL4A2_a1b1 complex	simple:P08572	complex:a1b1 complex	COL4A2		True	False	False	curated	True	0.182	2.33	2.12	2.147	2.153	2.116		2.065	2.113	2.181	2.146	2.081												1.623																																	1.912	1.701	1.728	1.735	1.697		1.646	1.695	1.763	1.728	1.662																							1.575																																
CPI-SC0672FBD31	COL4A1_a1b1 complex	simple:P02462	complex:a1b1 complex	COL4A1		True	False	False	curated	True	0.182	2.146	1.936	1.963	1.97	1.932		1.881	1.929	1.998	1.963	1.897												1.628			1.452					1.48	1.444		1.676	1.466	1.492	1.499	1.462			1.459	1.527	1.492																																																																														
CPI-SS044C72D0D	SEMA4A_PLXND1	simple:Q9H3S1	simple:Q9Y4D7	SEMA4A	PLXND1	False	False	True	curated	False	0.182	1.764					1.898						1.765					1.898						1.587					1.721						1.631					1.765						1.708					1.842																	1.792			1.479		1.925			1.526			1.698					1.832						1.676					1.81						1.721					1.854						1.682					1.816					
CPI-SS0F3D40856	PGRMC2_CCL4L2	simple:O15173	simple:Q8NHW4	PGRMC2	CCL4L2	True	True	False	IMEx,IntAct	False	0.182																							0.914		0.832	0.867	0.832		0.833			0.877																								0.884			0.837						0.847		0.981		0.899	0.934	0.899		0.9	0.87		0.945		0.891			0.844						0.854													0.901			0.854						0.864												
CPI-SS02C29C238	FGFR3_NECTIN1	simple:P22607	simple:Q15223	FGFR3	NECTIN1	True	True	True	InnateDB-All	False	0.182														0.344	0.326					0.329					0.305									0.313		0.351	0.333					0.336																									0.345	0.339	0.383	0.366	0.316		0.302	0.317	0.368		0.334	0.296		0.334	0.317					0.319																											0.317								
CPI-SC0247E9ADB	COL9A2_a11b1 complex	simple:Q14055	complex:a11b1 complex	COL9A2		True	False	False	curated	True	0.182																																													2.193		2.23	2.173	2.112			2.129		2.197																																			2.084		2.121	2.065	2.003			2.02		2.088		1.375		1.412	1.356						1.379		1.931		1.968	1.912	1.85			1.867		1.935	
CPI-SS087321EB5	SELL_SELPLG	simple:P14151	simple:Q14242	SELL	SELPLG	False	False	True	curated	False	0.182	0.874	0.601	0.494	0.464	0.523		0.495	0.438	0.719	0.537	0.484	0.671								0.516			0.561											0.581											0.625								0.471														0.625								0.471														0.679								0.524			0.626								0.471													
CPI-SC0F300DE24	COL12A1_a2b1 complex	simple:Q99715	complex:a2b1 complex	COL12A1		True	False	False	curated	True	0.182	1.21	1.23	1.269	1.226	1.183		1.206	1.326	1.185	1.203	1.209												1.208	1.227	1.267	1.224	1.181		1.203	1.324	1.182	1.2	1.207								0.946																						0.968																																																										
CPI-SC08A98E7D4	COL7A1_a2b1 complex	simple:Q02388	complex:a2b1 complex	COL7A1		True	False	False	curated	True	0.182								0.453											0.455																												0.485	0.441				0.542																	0.452					0.509				0.465	0.485	0.525	0.481	0.438		0.461	0.581		0.458	0.465								0.465						0.498	0.454				0.555						0.486					0.543			
CPI-SC08B2AD7C6	FN1_a5b1 complex	simple:P02751	complex:a5b1 complex	FN1		True	False	False	curated	True	0.182	10.019	9.632	9.676	9.655	9.502	10.236	9.477	9.532	9.854	9.602	9.531												11.425	11.038	11.082	11.061	10.909	11.642	10.883	10.938	11.26	11.008	10.937																																																																																								
CPI-SS06CCF5A54	ANXA1_FPR3	simple:P04083	simple:P25089	ANXA1	FPR3	True	False	True	guidetopharmacology.org	False	0.182	1.338	1.276	1.143	1.158	1.147		1.157	1.055	1.236	1.239	1.167	0.868																																												1.085	1.024	0.891	0.906	0.895		0.904	0.803	0.984	0.987	0.915																							0.861																																
CPI-SC0E0C50FCA	COL14A1_a2b1 complex	simple:Q05707	complex:a2b1 complex	COL14A1		True	False	False	curated	True	0.182	0.716	0.735	0.775	0.731	0.689		0.711	0.832	0.69	0.708	0.715																																													0.584	0.603	0.643	0.599	0.557		0.579	0.7	0.558	0.576	0.583																									0.508					0.565																									
CPI-SC0BD4C290F	COL14A1_a1b1 complex	simple:Q05707	complex:a1b1 complex	COL14A1		True	False	False	curated	True	0.182	0.902	0.692	0.719	0.726	0.688		0.637	0.685	0.754	0.719	0.653	0.543																																												0.77	0.56	0.587	0.594	0.556		0.505	0.553	0.622	0.587	0.521																							0.636																																
CPI-SS0BF3ED143	FGFR2_FGFR3	simple:P21802	simple:P22607	FGFR2	FGFR3	True	True	True	IMEx,InnateDB-All	False	0.182																								0.315	0.276	0.322			0.354	0.305			0.288		0.334	0.295	0.341			0.374	0.325			0.307							0.296																						0.292								0.29			0.322	0.273																					0.301						0.3		0.308			0.34	0.291			
CPI-SC0A9458008	ICAM1_aXb2 complex	simple:P05362	complex:aXb2 complex	ICAM1		False	True	False	curated	True	0.182	1.052	0.788	0.68	0.675	0.746	0.893	0.706		0.864	0.766		0.82											0.781											0.763											0.922					0.763			0.734														0.788											0.824											0.865					0.706						0.893					0.734						0.755										
CPI-SC096929DB0	FN1_aVb1 complex	simple:P02751	complex:aVb1 complex	FN1		True	False	False	curated	True	0.182	10.1	9.669	9.779	9.722	9.649	10.056	9.624	9.651	9.911	9.763	9.686												11.506	11.075	11.185	11.128	11.055	11.462	11.03	11.057	11.317	11.169	11.092																																																																																								
CPI-SC04F2478E9	FN1_a3b1 complex	simple:P02751	complex:a3b1 complex	FN1		True	False	False	curated	True	0.182	9.703	9.602	9.639	9.613	9.735	9.788	9.576	9.667	9.798	9.702	9.633												11.109	11.008	11.045	11.019	11.142	11.194	10.982	11.073	11.204	11.108	11.039																																																																																								
CPI-SC0847A64D2	FN1_aVb5 complex	simple:P02751	complex:aVb5 complex	FN1		True	False	False	curated	True	0.182	10.1	9.669	9.779	9.722	9.649	10.056	9.624	9.651	9.911	9.763	9.686												11.506	11.075	11.185	11.128	11.055	11.462	11.03	11.057	11.317	11.169	11.092																																																																																								
CPI-SC058845C44	COL8A1_a2b1 complex	simple:P27658	complex:a2b1 complex	COL8A1		True	False	False	curated	True	0.182	0.668	0.688	0.728	0.684	0.641		0.664	0.784	0.643	0.661	0.668								0.584											0.559																										0.561	0.581	0.621	0.577	0.534		0.557	0.677	0.536	0.554	0.56																																																							
CPI-SC05992FDC8	COL5A1_a1b1 complex	simple:P20908	complex:a1b1 complex	COL5A1		True	False	False	curated	True	0.182	1.705	1.495	1.522	1.529	1.491		1.44	1.488	1.557	1.521	1.456												1.403	1.192	1.219	1.226	1.188		1.137	1.185	1.254	1.219	1.153																							1.194																																	1.14																																
CPI-SC02AE206BE	COL6A3_a1b1 complex	simple:P12111	complex:a1b1 complex	COL6A3		True	False	False	curated	True	0.182	3.506	3.296	3.322	3.329	3.291		3.241	3.289	3.357	3.322	3.256												2.014																																	2.609	2.398	2.425	2.432	2.394		2.343	2.392	2.46	2.425	2.359																							2.173																																
