source	target	ligand	receptor	prob	pval	interaction_name	interaction_name_2	pathway_name	annotation	evidence
1435	stroma	basal_like_1	COL1A1	ITGA1_ITGB1	0.000295218816383376	0	COL1A1_ITGA1_ITGB1	COL1A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1436	basal_like_1	endothelial	COL1A1	ITGA1_ITGB1	0.000159899646363906	0	COL1A1_ITGA1_ITGB1	COL1A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1437	basal_like_2	endothelial	COL1A1	ITGA1_ITGB1	0.000270291763620442	0	COL1A1_ITGA1_ITGB1	COL1A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1438	Bcell	endothelial	COL1A1	ITGA1_ITGB1	0.000366287473085247	0	COL1A1_ITGA1_ITGB1	COL1A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1439	endothelial	endothelial	COL1A1	ITGA1_ITGB1	0.00029433238361863	0	COL1A1_ITGA1_ITGB1	COL1A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1440	macrophage	endothelial	COL1A1	ITGA1_ITGB1	0.000343840399640567	0	COL1A1_ITGA1_ITGB1	COL1A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1441	mesenchymal	endothelial	COL1A1	ITGA1_ITGB1	0.000139490416522763	0.01	COL1A1_ITGA1_ITGB1	COL1A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1442	stroma	endothelial	COL1A1	ITGA1_ITGB1	0.000632754592430697	0	COL1A1_ITGA1_ITGB1	COL1A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1443	Tcell	endothelial	COL1A1	ITGA1_ITGB1	0.000227228630765534	0	COL1A1_ITGA1_ITGB1	COL1A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1444	basal_like_2	macrophage	COL1A1	ITGA1_ITGB1	0.00017290692611409	0	COL1A1_ITGA1_ITGB1	COL1A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1445	Bcell	macrophage	COL1A1	ITGA1_ITGB1	0.000234323944513842	0	COL1A1_ITGA1_ITGB1	COL1A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1446	endothelial	macrophage	COL1A1	ITGA1_ITGB1	0.000188287456346766	0	COL1A1_ITGA1_ITGB1	COL1A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1447	macrophage	macrophage	COL1A1	ITGA1_ITGB1	0.000219962168617906	0	COL1A1_ITGA1_ITGB1	COL1A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1448	stroma	macrophage	COL1A1	ITGA1_ITGB1	0.000404829003181781	0	COL1A1_ITGA1_ITGB1	COL1A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1449	Tcell	macrophage	COL1A1	ITGA1_ITGB1	0.000145356979423657	0	COL1A1_ITGA1_ITGB1	COL1A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1450	basal_like_1	stroma	COL1A1	ITGA1_ITGB1	0.000123023387037888	0	COL1A1_ITGA1_ITGB1	COL1A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1451	basal_like_2	stroma	COL1A1	ITGA1_ITGB1	0.000207962029450806	0	COL1A1_ITGA1_ITGB1	COL1A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1452	Bcell	stroma	COL1A1	ITGA1_ITGB1	0.000281827207688658	0	COL1A1_ITGA1_ITGB1	COL1A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1453	endothelial	stroma	COL1A1	ITGA1_ITGB1	0.000226460097934124	0	COL1A1_ITGA1_ITGB1	COL1A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1454	macrophage	stroma	COL1A1	ITGA1_ITGB1	0.000264554714786531	0	COL1A1_ITGA1_ITGB1	COL1A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1455	stroma	stroma	COL1A1	ITGA1_ITGB1	0.000486881028547521	0	COL1A1_ITGA1_ITGB1	COL1A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1456	Tcell	stroma	COL1A1	ITGA1_ITGB1	0.000174827590698238	0	COL1A1_ITGA1_ITGB1	COL1A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1457	basal_like_2	Tcell	COL1A1	ITGA1_ITGB1	0.000206912268977707	0	COL1A1_ITGA1_ITGB1	COL1A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1458	Bcell	Tcell	COL1A1	ITGA1_ITGB1	0.000280404691682512	0	COL1A1_ITGA1_ITGB1	COL1A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1459	endothelial	Tcell	COL1A1	ITGA1_ITGB1	0.000225316983087939	0	COL1A1_ITGA1_ITGB1	COL1A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1460	macrophage	Tcell	COL1A1	ITGA1_ITGB1	0.000263219358315454	0	COL1A1_ITGA1_ITGB1	COL1A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1461	stroma	Tcell	COL1A1	ITGA1_ITGB1	0.000484424009868352	0	COL1A1_ITGA1_ITGB1	COL1A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1462	Tcell	Tcell	COL1A1	ITGA1_ITGB1	0.000173945058697395	0	COL1A1_ITGA1_ITGB1	COL1A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1463	basal_like_2	basal_like_1	COL1A2	ITGA1_ITGB1	0.000106465051816088	0	COL1A2_ITGA1_ITGB1	COL1A2 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1464	Bcell	basal_like_1	COL1A2	ITGA1_ITGB1	0.000124216234241016	0	COL1A2_ITGA1_ITGB1	COL1A2 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1465	endothelial	basal_like_1	COL1A2	ITGA1_ITGB1	0.000126579130679701	0	COL1A2_ITGA1_ITGB1	COL1A2 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1466	macrophage	basal_like_1	COL1A2	ITGA1_ITGB1	0.000128115375003622	0	COL1A2_ITGA1_ITGB1	COL1A2 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1467	stroma	basal_like_1	COL1A2	ITGA1_ITGB1	0.000244001225493254	0	COL1A2_ITGA1_ITGB1	COL1A2 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1468	Tcell	basal_like_1	COL1A2	ITGA1_ITGB1	9.26192826053725e-05	0.02	COL1A2_ITGA1_ITGB1	COL1A2 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1469	basal_like_1	endothelial	COL1A2	ITGA1_ITGB1	0.00012634298875533	0	COL1A2_ITGA1_ITGB1	COL1A2 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1470	basal_like_2	endothelial	COL1A2	ITGA1_ITGB1	0.000228240181414269	0	COL1A2_ITGA1_ITGB1	COL1A2 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1471	Bcell	endothelial	COL1A2	ITGA1_ITGB1	0.000266289826255574	0	COL1A2_ITGA1_ITGB1	COL1A2 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1472	endothelial	endothelial	COL1A2	ITGA1_ITGB1	0.000271354576282063	0	COL1A2_ITGA1_ITGB1	COL1A2 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1473	macrophage	endothelial	COL1A2	ITGA1_ITGB1	0.00027464742426698	0	COL1A2_ITGA1_ITGB1	COL1A2 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1474	mesenchymal	endothelial	COL1A2	ITGA1_ITGB1	0.000118010659091681	0.01	COL1A2_ITGA1_ITGB1	COL1A2 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1475	stroma	endothelial	COL1A2	ITGA1_ITGB1	0.000523008466062056	0	COL1A2_ITGA1_ITGB1	COL1A2 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1476	Tcell	endothelial	COL1A2	ITGA1_ITGB1	0.000198560713836918	0	COL1A2_ITGA1_ITGB1	COL1A2 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1477	basal_like_2	macrophage	COL1A2	ITGA1_ITGB1	0.000146004116365674	0	COL1A2_ITGA1_ITGB1	COL1A2 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1478	Bcell	macrophage	COL1A2	ITGA1_ITGB1	0.000170346622071555	0	COL1A2_ITGA1_ITGB1	COL1A2 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1479	endothelial	macrophage	COL1A2	ITGA1_ITGB1	0.00017358687891514	0	COL1A2_ITGA1_ITGB1	COL1A2 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1480	macrophage	macrophage	COL1A2	ITGA1_ITGB1	0.000175693538730432	0	COL1A2_ITGA1_ITGB1	COL1A2 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1481	stroma	macrophage	COL1A2	ITGA1_ITGB1	0.000334601476623215	0	COL1A2_ITGA1_ITGB1	COL1A2 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1482	Tcell	macrophage	COL1A2	ITGA1_ITGB1	0.000127016949010229	0	COL1A2_ITGA1_ITGB1	COL1A2 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1483	basal_like_1	stroma	COL1A2	ITGA1_ITGB1	9.72048560069594e-05	0	COL1A2_ITGA1_ITGB1	COL1A2 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1484	basal_like_2	stroma	COL1A2	ITGA1_ITGB1	0.000175605909312966	0	COL1A2_ITGA1_ITGB1	COL1A2 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1485	Bcell	stroma	COL1A2	ITGA1_ITGB1	0.000204882756428596	0	COL1A2_ITGA1_ITGB1	COL1A2 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1486	endothelial	stroma	COL1A2	ITGA1_ITGB1	0.000208779806912457	0	COL1A2_ITGA1_ITGB1	COL1A2 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1487	macrophage	stroma	COL1A2	ITGA1_ITGB1	0.000211313479750024	0	COL1A2_ITGA1_ITGB1	COL1A2 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1488	stroma	stroma	COL1A2	ITGA1_ITGB1	0.00040242529475447	0	COL1A2_ITGA1_ITGB1	COL1A2 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1489	Tcell	stroma	COL1A2	ITGA1_ITGB1	0.000152769752399685	0	COL1A2_ITGA1_ITGB1	COL1A2 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1490	basal_like_2	Tcell	COL1A2	ITGA1_ITGB1	0.000174719449036	0	COL1A2_ITGA1_ITGB1	COL1A2 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1491	Bcell	Tcell	COL1A2	ITGA1_ITGB1	0.000203848536484871	0	COL1A2_ITGA1_ITGB1	COL1A2 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1492	endothelial	Tcell	COL1A2	ITGA1_ITGB1	0.000207725919281657	0	COL1A2_ITGA1_ITGB1	COL1A2 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1493	macrophage	Tcell	COL1A2	ITGA1_ITGB1	0.000210246805226738	0	COL1A2_ITGA1_ITGB1	COL1A2 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1494	stroma	Tcell	COL1A2	ITGA1_ITGB1	0.000400394306619334	0	COL1A2_ITGA1_ITGB1	COL1A2 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1495	Tcell	Tcell	COL1A2	ITGA1_ITGB1	0.00015199855173193	0	COL1A2_ITGA1_ITGB1	COL1A2 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1496	basal_like_1	basal_like_1	COL2A1	ITGA1_ITGB1	7.40088171090101e-06	0	COL2A1_ITGA1_ITGB1	COL2A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1497	luminal_ar	basal_like_1	COL2A1	ITGA1_ITGB1	1.02077997150541e-05	0	COL2A1_ITGA1_ITGB1	COL2A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1498	basal_like_1	endothelial	COL2A1	ITGA1_ITGB1	1.58678364248028e-05	0	COL2A1_ITGA1_ITGB1	COL2A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1499	luminal_ar	endothelial	COL2A1	ITGA1_ITGB1	2.18859295847349e-05	0	COL2A1_ITGA1_ITGB1	COL2A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1500	mesenchymal	endothelial	COL2A1	ITGA1_ITGB1	1.10578011895263e-05	0	COL2A1_ITGA1_ITGB1	COL2A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1501	basal_like_1	macrophage	COL2A1	ITGA1_ITGB1	1.01497997335702e-05	0	COL2A1_ITGA1_ITGB1	COL2A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1502	luminal_ar	macrophage	COL2A1	ITGA1_ITGB1	1.39992799312708e-05	0	COL2A1_ITGA1_ITGB1	COL2A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1503	basal_like_1	stroma	COL2A1	ITGA1_ITGB1	1.22079702807711e-05	0	COL2A1_ITGA1_ITGB1	COL2A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1504	luminal_ar	stroma	COL2A1	ITGA1_ITGB1	1.6838032713169e-05	0	COL2A1_ITGA1_ITGB1	COL2A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1505	mesenchymal	stroma	COL2A1	ITGA1_ITGB1	8.50734497836172e-06	0	COL2A1_ITGA1_ITGB1	COL2A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1506	basal_like_1	Tcell	COL2A1	ITGA1_ITGB1	1.21463343118397e-05	0	COL2A1_ITGA1_ITGB1	COL2A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1507	luminal_ar	Tcell	COL2A1	ITGA1_ITGB1	1.67530207368701e-05	0	COL2A1_ITGA1_ITGB1	COL2A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1508	mesenchymal	Tcell	COL2A1	ITGA1_ITGB1	8.46439268003564e-06	0.01	COL2A1_ITGA1_ITGB1	COL2A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1509	Bcell	basal_like_1	COL4A1	ITGA1_ITGB1	1.62411283687867e-05	0	COL4A1_ITGA1_ITGB1	COL4A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1510	endothelial	basal_like_1	COL4A1	ITGA1_ITGB1	4.72868118980165e-05	0	COL4A1_ITGA1_ITGB1	COL4A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1511	macrophage	basal_like_1	COL4A1	ITGA1_ITGB1	1.53887798930887e-05	0	COL4A1_ITGA1_ITGB1	COL4A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1512	stroma	basal_like_1	COL4A1	ITGA1_ITGB1	2.03585147433073e-05	0	COL4A1_ITGA1_ITGB1	COL4A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1513	basal_like_1	endothelial	COL4A1	ITGA1_ITGB1	2.23794547691465e-05	0	COL4A1_ITGA1_ITGB1	COL4A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1514	Bcell	endothelial	COL4A1	ITGA1_ITGB1	3.48213864209705e-05	0	COL4A1_ITGA1_ITGB1	COL4A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1515	endothelial	endothelial	COL4A1	ITGA1_ITGB1	0.00010138050949227	0	COL4A1_ITGA1_ITGB1	COL4A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1516	luminal_ar	endothelial	COL4A1	ITGA1_ITGB1	1.56601574668525e-05	0.02	COL4A1_ITGA1_ITGB1	COL4A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1517	macrophage	endothelial	COL4A1	ITGA1_ITGB1	3.2993962092155e-05	0	COL4A1_ITGA1_ITGB1	COL4A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1518	mesenchymal	endothelial	COL4A1	ITGA1_ITGB1	1.59481704299489e-05	0	COL4A1_ITGA1_ITGB1	COL4A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1519	stroma	endothelial	COL4A1	ITGA1_ITGB1	4.36489604321292e-05	0	COL4A1_ITGA1_ITGB1	COL4A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1520	Tcell	endothelial	COL4A1	ITGA1_ITGB1	2.75851210472696e-05	0	COL4A1_ITGA1_ITGB1	COL4A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1521	basal_like_1	macrophage	COL4A1	ITGA1_ITGB1	1.43149646227411e-05	0	COL4A1_ITGA1_ITGB1	COL4A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1522	Bcell	macrophage	COL4A1	ITGA1_ITGB1	2.22735162585205e-05	0	COL4A1_ITGA1_ITGB1	COL4A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1523	endothelial	macrophage	COL4A1	ITGA1_ITGB1	6.48496461880596e-05	0	COL4A1_ITGA1_ITGB1	COL4A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1524	macrophage	macrophage	COL4A1	ITGA1_ITGB1	2.11045895260213e-05	0	COL4A1_ITGA1_ITGB1	COL4A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1525	stroma	macrophage	COL4A1	ITGA1_ITGB1	2.79201669585139e-05	0	COL4A1_ITGA1_ITGB1	COL4A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1526	Tcell	macrophage	COL4A1	ITGA1_ITGB1	1.76447896851077e-05	0	COL4A1_ITGA1_ITGB1	COL4A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1527	basal_like_1	stroma	COL4A1	ITGA1_ITGB1	1.7217730366064e-05	0	COL4A1_ITGA1_ITGB1	COL4A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1528	Bcell	stroma	COL4A1	ITGA1_ITGB1	2.67900612011518e-05	0	COL4A1_ITGA1_ITGB1	COL4A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1529	endothelial	stroma	COL4A1	ITGA1_ITGB1	7.79989549376656e-05	0	COL4A1_ITGA1_ITGB1	COL4A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1530	macrophage	stroma	COL4A1	ITGA1_ITGB1	2.53841096521823e-05	0	COL4A1_ITGA1_ITGB1	COL4A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1531	stroma	stroma	COL4A1	ITGA1_ITGB1	3.35816813303705e-05	0	COL4A1_ITGA1_ITGB1	COL4A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1532	Tcell	stroma	COL4A1	ITGA1_ITGB1	2.12227577248548e-05	0	COL4A1_ITGA1_ITGB1	COL4A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1533	basal_like_1	Tcell	COL4A1	ITGA1_ITGB1	1.71308014024634e-05	0	COL4A1_ITGA1_ITGB1	COL4A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1534	Bcell	Tcell	COL4A1	ITGA1_ITGB1	2.66548046937427e-05	0	COL4A1_ITGA1_ITGB1	COL4A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1535	endothelial	Tcell	COL4A1	ITGA1_ITGB1	7.76051772372983e-05	0	COL4A1_ITGA1_ITGB1	COL4A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1536	macrophage	Tcell	COL4A1	ITGA1_ITGB1	2.52559512731338e-05	0	COL4A1_ITGA1_ITGB1	COL4A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1537	stroma	Tcell	COL4A1	ITGA1_ITGB1	3.34121367294083e-05	0	COL4A1_ITGA1_ITGB1	COL4A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1538	Tcell	Tcell	COL4A1	ITGA1_ITGB1	2.11156085859754e-05	0	COL4A1_ITGA1_ITGB1	COL4A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1539	Bcell	basal_like_1	COL4A2	ITGA1_ITGB1	2.04529498825119e-05	0	COL4A2_ITGA1_ITGB1	COL4A2 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1540	endothelial	basal_like_1	COL4A2	ITGA1_ITGB1	4.61884315894339e-05	0	COL4A2_ITGA1_ITGB1	COL4A2 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1541	macrophage	basal_like_1	COL4A2	ITGA1_ITGB1	1.97859267938802e-05	0	COL4A2_ITGA1_ITGB1	COL4A2 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1542	stroma	basal_like_1	COL4A2	ITGA1_ITGB1	2.16848721591818e-05	0	COL4A2_ITGA1_ITGB1	COL4A2 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1543	basal_like_1	endothelial	COL4A2	ITGA1_ITGB1	2.36513061599555e-05	0	COL4A2_ITGA1_ITGB1	COL4A2 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1544	basal_like_2	endothelial	COL4A2	ITGA1_ITGB1	2.33315917035818e-05	0	COL4A2_ITGA1_ITGB1	COL4A2 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1545	Bcell	endothelial	COL4A2	ITGA1_ITGB1	4.38514260469408e-05	0	COL4A2_ITGA1_ITGB1	COL4A2 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1546	endothelial	endothelial	COL4A2	ITGA1_ITGB1	9.90257626423064e-05	0	COL4A2_ITGA1_ITGB1	COL4A2 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1547	luminal_ar	endothelial	COL4A2	ITGA1_ITGB1	1.74386520808703e-05	0.02	COL4A2_ITGA1_ITGB1	COL4A2 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1548	macrophage	endothelial	COL4A2	ITGA1_ITGB1	4.24213510839919e-05	0	COL4A2_ITGA1_ITGB1	COL4A2 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1549	mesenchymal	endothelial	COL4A2	ITGA1_ITGB1	1.80323099303306e-05	0.01	COL4A2_ITGA1_ITGB1	COL4A2 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1550	stroma	endothelial	COL4A2	ITGA1_ITGB1	4.64926200428806e-05	0	COL4A2_ITGA1_ITGB1	COL4A2 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1551	Tcell	endothelial	COL4A2	ITGA1_ITGB1	2.7740782849345e-05	0	COL4A2_ITGA1_ITGB1	COL4A2 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1552	basal_like_1	macrophage	COL4A2	ITGA1_ITGB1	1.51285082513361e-05	0.01	COL4A2_ITGA1_ITGB1	COL4A2 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1553	basal_like_2	macrophage	COL4A2	ITGA1_ITGB1	1.49240018521795e-05	0.01	COL4A2_ITGA1_ITGB1	COL4A2 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1554	Bcell	macrophage	COL4A2	ITGA1_ITGB1	2.80496766431008e-05	0	COL4A2_ITGA1_ITGB1	COL4A2 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1555	endothelial	macrophage	COL4A2	ITGA1_ITGB1	6.33433413741135e-05	0	COL4A2_ITGA1_ITGB1	COL4A2 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1556	macrophage	macrophage	COL4A2	ITGA1_ITGB1	2.71349115575531e-05	0	COL4A2_ITGA1_ITGB1	COL4A2 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1557	stroma	macrophage	COL4A2	ITGA1_ITGB1	2.97391514321501e-05	0	COL4A2_ITGA1_ITGB1	COL4A2 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1558	Tcell	macrophage	COL4A2	ITGA1_ITGB1	1.77443595659885e-05	0	COL4A2_ITGA1_ITGB1	COL4A2 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
1559	basal_like_1	stroma	COL4A2	ITGA1_ITGB1	1.81962400750161e-05	0	COL4A2_ITGA1_ITGB1	COL4A2 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
